Year	CAJA	habitat	anillaM	anillaH	FP	TP	NP	NPRIP	EDREALM	EDRETM	PESOM	TARSOM	EDREALH	EDRETH	PESOH	TARSOH	ACAROBOLSA	ACAROcual	NPUPAS	PUPASCUAL	TempIncub	VarTApril	MeanTApril	MinTApril	MaxTApril
1998	1H	Hiruela	NA	wz821201	19	7	NA	NA	NA	NA	NA	NA	2	2	15.08	19.49	NA	NA	NA	NA	14.4	15.6	8.3	2.6	18.2
1998	3H	Hiruela	zz650355	wz684631	17	6	6	0	5	2	11.9	19.16	5	2	16.01	19.73	2	0	NA	0	14	15.6	8.3	2.6	18.2
1998	9H	Hiruela	L076731	wz684622	13	6	4	0	2	2	12.2	18.47	5	2	15.26	19.69	60	1	NA	1	14	15.6	8.3	2.6	18.2
1998	11H	Hiruela	zz901421	wz684628	12	6	6	0	2	2	NA	19.07	5	2	15.16	19.05	9	0	NA	1	14.5	15.6	8.3	2.6	18.2
1998	15H	Hiruela	zz821018	wz862066	11	6	5	0	4	2	NA	19.75	3	2	15.2	18.51	0	0	NA	0	15	15.6	8.3	2.6	18.2
1998	17H	Hiruela	L076758	wz862075	16	6	6	0	2	2	NA	NA	3	2	15.79	19.5	20	1	NA	0	13.8	15.6	8.3	2.6	18.2
1998	19H	Hiruela	L076758	wz540972	16	6	6	0	2	2	12.7	19.29	6	2	15.11	19.41	0	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	23H	Hiruela	zz735534	wz650415	16	6	4	0	5	2	12.4	19.71	5	2	15.05	19.71	0	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	29H	Hiruela	zz862014	wz901416	19	6	5	0	2	2	11.6	19.55	2	2	13.93	19.33	3	0	NA	1	14	15.6	8.3	2.6	18.2
1998	33H	Hiruela	zz862626	wz821023	11	6	6	0	2	2	13.2	19.72	2	2	14.99	19.86	35	1	NA	0	15	15.6	8.3	2.6	18.2
1998	37H	Hiruela	NA	wz734797	20	6	0	0	NA	NA	NA	NA	4	2	15.3	20.25	NA	NA	NA	NA	NA	15.6	8.3	2.6	18.2
1998	39H	Hiruela	zz684645	wz901406	12	6	6	0	5	2	NA	19.28	2	2	14.76	18.91	13	1	NA	0	14.5	15.6	8.3	2.6	18.2
1998	47H	Hiruela	zz821127	wz862699	13	6	6	0	2	2	NA	20.38	2	2	15.41	19.01	4	0	NA	0	14	15.6	8.3	2.6	18.2
1998	55H	Hiruela	zz862668	wz862595	20	5	2	2	3	2	13.4	20.15	2	2	15.46	19.61	2	0	NA	0	14	15.6	8.3	2.6	18.2
1998	61H	Hiruela	zz650547	wz862411	16	6	6	0	5	2	12.2	18.96	3	2	15.93	19.4	8	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	65H	Hiruela	zz821019	wz901412	16	6	5	0	2	2	12.5	20.23	2	2	14.54	19.18	25	1	NA	0	13.8	15.6	8.3	2.6	18.2
1998	71H	Hiruela	L076733	wz650778	21	6	4	0	2	2	12.4	19.59	4	2	15.83	19.37	90	1	NA	0	14.8	15.6	8.3	2.6	18.2
1998	75H	Hiruela	NA	wz821203	31	5	NA	NA	NA	NA	NA	NA	2	2	14.4	19.72	NA	NA	NA	NA	17.7	15.6	8.3	2.6	18.2
1998	79H	Hiruela	zz862475	wz862658	20	5	4	0	1	1	12.6	19.22	1	1	13.62	19.05	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	81H_2	Hiruela	NA	wz901407	13	6	NA	NA	NA	NA	NA	NA	2	2	14.26	19.19	NA	NA	NA	NA	14	15.6	8.3	2.6	18.2
1998	81H	Hiruela	NA	wz939286	44	3	NA	NA	NA	NA	NA	NA	2	2	NA	17.69	NA	NA	NA	NA	22.8	15.6	8.3	2.6	18.2
1998	85H	Hiruela	NA	wz735581	17	6	NA	NA	NA	NA	NA	NA	3	2	15.89	19.75	NA	NA	NA	NA	14	15.6	8.3	2.6	18.2
1998	87H	Hiruela	zz821200	wz862445	18	5	3	2	2	2	NA	20.38	1	1	15	19.6	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	91H	Hiruela	NA	wz734784	17	7	NA	NA	NA	NA	NA	NA	3	2	14.6	18.69	NA	NA	NA	NA	14	15.6	8.3	2.6	18.2
1998	93H	Hiruela	zz901420	wz821185	13	6	2	4	2	2	NA	20.03	2	2	16.53	19.72	1	0	NA	0	14	15.6	8.3	2.6	18.2
1998	95H	Hiruela	zz735632	wz734784	36	3	NA	NA	3	2	NA	19.66	3	2	NA	18.69	NA	NA	NA	NA	18.9	15.6	8.3	2.6	18.2
1998	97H	Hiruela	zz821047	wz862537	18	7	5	1	2	2	11.8	19.38	3	2	15.12	19.32	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	99H	Hiruela	zz901436	wz901418	19	6	6	0	2	2	13	19.37	1	1	16.04	20.18	4	0	NA	0	14	15.6	8.3	2.6	18.2
1998	101H	Hiruela	zz862486	wz735644	20	5	5	0	1	1	12.3	19.75	3	2	15.24	20.3	120	1	NA	0	14	15.6	8.3	2.6	18.2
1998	103H	Hiruela	NA	wz734770	25	3	NA	NA	NA	NA	NA	NA	3	2	12.8	19.54	NA	NA	NA	NA	15.3	15.6	8.3	2.6	18.2
1998	107H	Hiruela	zz821032	wz734786	12	6	3	0	2	2	NA	19.11	3	2	14.52	19.91	3	0	NA	0	14.5	15.6	8.3	2.6	18.2
1998	109H	Hiruela	zz862678	wz862703	18	5	5	0	2	2	NA	18.85	3	2	14.56	19.49	20	1	NA	0	14	15.6	8.3	2.6	18.2
1998	111H	Hiruela	zz901435	wz901417	19	6	4	2	2	2	NA	19.98	2	2	15.72	19.58	0	0	NA	1	14	15.6	8.3	2.6	18.2
1998	DH_3	Hiruela	zz862431	wz862550	24	7	1	3	1	1	12.8	19.65	3	2	16.32	19.4	25	1	NA	0	16.1	15.6	8.3	2.6	18.2
1998	DH_12	Hiruela	zz575300	wz431325	21	5	4	0	5	2	13.4	19.34	6	2	13.42	19.25	0	0	NA	0	14.4	15.6	8.3	2.6	18.2
1998	DH_16	Hiruela	zz901450	wz862705	18	6	5	0	2	2	NA	18.24	2	2	15.32	19.55	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	DH_18	Hiruela	zz734722	wz650806	10	5	5	0	3	2	NA	19.7	4	2	15.19	18.88	0	0	NA	0	15.6	15.6	8.3	2.6	18.2
1998	2H	Hiruela	zz735685	wz901408	15	6	4	1	3	2	12.7	19.51	2	2	14.37	19.78	20	1	NA	0	13.6	15.6	8.3	2.6	18.2
1998	6H	Hiruela	zz734716	wz901415	20	5	4	0	3	2	12.5	20.25	2	2	15.37	19.83	0	0	NA	1	14	15.6	8.3	2.6	18.2
1998	8H	Hiruela	zz862046	wz734798	15	5	4	1	2	2	12.7	19.57	4	2	16.33	19.66	21	1	NA	0	13.8	15.6	8.3	2.6	18.2
1998	12H	Hiruela	zz901427	wz862500	18	6	5	1	2	2	13.4	19.9	2	2	14.85	19.35	60	1	NA	0	14	15.6	8.3	2.6	18.2
1998	14H	Hiruela	zz735589	wz862591	14	6	3	1	3	2	NA	19.79	3	2	14.63	19.79	0	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	16H	Hiruela	zz901419	L076709	12	6	4	2	2	2	NA	19.33	4	2	15.72	19.52	5	0	NA	0	14.5	15.6	8.3	2.6	18.2
1998	18H	Hiruela	zz862592	wz734585	15	7	5	2	3	2	NA	19.97	3	2	17.46	19.79	50	1	NA	0	13.8	15.6	8.3	2.6	18.2
1998	22H	Hiruela	zz862450	wz734793	13	7	7	0	3	2	12.3	19.14	4	2	15.4	19.45	8	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	24H_2	Hiruela	NA	L076751	13	4	NA	NA	NA	NA	NA	NA	2	2	14.82	18.94	NA	NA	NA	NA	15	15.6	8.3	2.6	18.2
1998	24H	Hiruela	NA	L076751	37	4	3	0	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	19.9	15.6	8.3	2.6	18.2
1998	26H	Hiruela	zz862076	wz901409	14	6	5	1	3	2	13.1	19.76	2	2	16.35	19.42	6	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	28H	Hiruela	zz650865	wz901405	12	5	5	0	4	2	NA	19.32	2	2	15.65	19.43	0	0	NA	0	15	15.6	8.3	2.6	18.2
1998	30H	Hiruela	zz901423	wz734780	17	6	6	0	2	2	12.8	19.32	4	2	15.83	20.15	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	34H	Hiruela	zz650630	wz901411	16	6	4	0	4	2	NA	19.05	2	2	14.42	19.55	2	0	NA	0	13.8	15.6	8.3	2.6	18.2
1998	36H	Hiruela	zz862014	wz862476	28	4	4	0	2	2	NA	19.44	1	1	12.84	19.51	200	1	NA	NA	16.7	15.6	8.3	2.6	18.2
1998	38H	Hiruela	zz735681	wz862018	19	6	5	1	3	2	NA	20.63	2	2	14.64	19.84	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	44H	Hiruela	zz901426	wz862620	18	4	3	1	2	2	12.2	18.9	2	2	14.58	20.09	10	1	NA	1	13.8	15.6	8.3	2.6	18.2
1998	54H	Hiruela	zz650057	wz821271	32	6	3	0	5	2	NA	19.11	2	2	NA	19.51	NA	1	NA	NA	18.4	15.6	8.3	2.6	18.2
1998	56H	Hiruela	NA	wz734781	12	6	4	1	NA	NA	NA	NA	3	2	14.79	19.85	0	0	NA	0	14.5	15.6	8.3	2.6	18.2
1998	60H	Hiruela	zz862698	wz650943	17	6	5	0	2	2	11.4	19.22	4	2	14.98	18.35	30	1	NA	0	14	15.6	8.3	2.6	18.2
1998	62H	Hiruela	zz735889	wz862661	27	6	5	0	2	2	11.5	19.52	2	2	15.14	19.77	1	0	NA	1	17.2	15.6	8.3	2.6	18.2
1998	64H	Hiruela	zz901422	wz901410	16	5	4	1	2	2	13.2	20.13	2	2	14.83	19.62	7	0	NA	0	13.6	15.6	8.3	2.6	18.2
1998	66H	Hiruela	L076718	wz862544	25	6	1	3	2	2	13	19.51	1	1	14.8	19.66	0	0	NA	0	16.1	15.6	8.3	2.6	18.2
1998	70H	Hiruela	zz862619	wz734794	20	4	4	0	2	2	12.8	20.23	4	2	15.72	20.38	4	0	NA	0	14	15.6	8.3	2.6	18.2
1998	78H	Hiruela	NA	wz821269	11	7	NA	NA	NA	NA	NA	NA	2	2	15.33	19.01	NA	NA	NA	NA	14.5	15.6	8.3	2.6	18.2
1998	80H	Hiruela	zz650373	wz821254	19	6	5	1	3	2	11.6	19.35	2	2	14.35	18.72	53	1	NA	0	14	15.6	8.3	2.6	18.2
1998	94H	Hiruela	zz821144	wz821162	19	6	4	2	2	2	NA	19.53	2	2	14.69	18.76	100	1	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_1	Hiruela	zz735774	wz650424	12	6	5	0	3	2	12.5	20.22	5	2	15.75	19.43	15	1	NA	0	14.5	15.6	8.3	2.6	18.2
1998	EX_2	Hiruela	zz650921	wz734778	18	6	6	0	4	2	12	19.86	3	2	14.59	19.18	51	1	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_4	Hiruela	zz734565	wz901413	19	5	3	1	3	2	11.1	18.97	2	2	15.21	18.86	2	0	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_5	Hiruela	zz901448	wz862449	22	4	0	NA	2	2	NA	19.65	1	1	15.36	19.42	NA	NA	NA	NA	14.4	15.6	8.3	2.6	18.2
1998	EX_6	Hiruela	L076742	wz862511	19	5	5	0	2	2	12.2	19.45	1	1	15.62	19.65	15	1	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_7	Hiruela	zz821184	wz821114	13	6	4	2	4	2	12.7	20.19	2	2	15.68	19.69	0	0	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_9	Hiruela	zz821130	wz901414	19	6	6	0	4	2	12.1	19.2	2	2	15.81	20.16	160	1	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_10	Hiruela	zz735676	wz735607	17	6	5	1	3	2	12	20.65	3	2	14.89	19.63	9	0	NA	1	14	15.6	8.3	2.6	18.2
1998	EX_12	Hiruela	zz862417	wz821221	18	6	0	NA	1	1	NA	19.89	2	2	14.87	19.05	NA	0	NA	1	14	15.6	8.3	2.6	18.2
1998	EX_14	Hiruela	zz821175	wz821034	10	7	7	0	2	2	NA	19.3	2	2	15.79	19.98	0	0	NA	0	15	15.6	8.3	2.6	18.2
1998	EX_15	Hiruela	zz821294	wz862047	11	7	5	1	2	2	NA	19.33	3	2	16.24	20.29	0	0	NA	0	14.5	15.6	8.3	2.6	18.2
1998	EX_16	Hiruela	NA	wz862061	17	6	NA	NA	NA	NA	NA	NA	1	1	14.87	19.23	NA	NA	NA	NA	14	15.6	8.3	2.6	18.2
1998	EX_16	Hiruela	NA	wz862085	36	4	NA	NA	NA	NA	NA	NA	1	1	14.1	20.31	NA	NA	NA	NA	19.4	15.6	8.3	2.6	18.2
1998	EX_17	Hiruela	zz901428	wz862704	18	6	4	2	2	2	13.3	19.47	3	2	16.23	19.59	300	1	NA	0	14	15.6	8.3	2.6	18.2
1998	EX_20	Hiruela	L076742	wz862504	19	5	NA	NA	2	2	NA	NA	1	1	15.19	19.22	NA	1	NA	0	14	15.6	8.3	2.6	18.2
1998	6_MT	Montesclaros	zz650985	wz901425	17	6	6	0	4	2	12	19.17	2	2	NA	19.75	12	1	0	0	14	15.6	8.3	2.6	18.2
1998	7_MT	Montesclaros	zz431394	wz862497	17	5	5	0	6	2	12.6	19.03	2	2	NA	19.53	9	0	NA	NA	13.8	15.6	8.3	2.6	18.2
1998	9_MT	Montesclaros	zz650940	wz735755	19	6	5	0	4	2	12.62	19.73	3	2	NA	20.19	1	0	NA	NA	14	15.6	8.3	2.6	18.2
1998	10_MT	Montesclaros	zz939100	wz650081	27	5	5	0	2	2	12.24	18.55	5	2	NA	19.38	24	1	NA	NA	16.7	15.6	8.3	2.6	18.2
1998	13_MT	Montesclaros	zz735697	wz650115	28	3	2	0	3	2	12.66	20.15	5	2	NA	19.46	20	1	NA	NA	16.1	15.6	8.3	2.6	18.2
1998	14_MT	Montesclaros	zz735554	wz862054	15	6	5	0	3	2	12.73	19.89	3	2	NA	19.36	0	0	NA	NA	13.6	15.6	8.3	2.6	18.2
1998	17_MT	Montesclaros	zz821038	wz862533	23	6	6	0	2	2	12.46	19.4	2	2	NA	19.25	31	1	NA	NA	15.7	15.6	8.3	2.6	18.2
1998	19_MT	Montesclaros	zz735707	wz901442	18	4	4	0	3	2	11.95	19.61	2	2	NA	19.07	33	1	0	0	13.8	15.6	8.3	2.6	18.2
1998	20P_MT	Montesclaros	zz862042	wz735835	21	6	NA	NA	2	2	11.94	19.96	2	2	NA	19.95	NA	0	NA	1	14.8	15.6	8.3	2.6	18.2
1998	23_MT	Montesclaros	NA	wz861675	31	4	2	1	NA	NA	NA	NA	3	2	NA	19.61	0	0	NA	NA	17.5	15.6	8.3	2.6	18.2
1998	24_MT	Montesclaros	zz650688	wz650254	11	6	5	1	6	2	12.15	19.52	5	2	NA	18.66	8	0	NA	NA	15	15.6	8.3	2.6	18.2
1998	30_MT	Montesclaros	zz684659	wz861672	21	7	6	0	3	2	12.35	19.75	3	2	NA	19.82	30	1	0	0	15.3	15.6	8.3	2.6	18.2
1998	31_MT	Montesclaros	zz735508	wz939234	35	5	4	NA	3	2	12.47	19.08	2	2	NA	19.73	18	1	NA	NA	19.4	15.6	8.3	2.6	18.2
1998	32_MT	Montesclaros	zz735834	wz735833	23	6	6	0	2	2	12.44	19.18	2	2	NA	20.73	51	1	NA	NA	15.7	15.6	8.3	2.6	18.2
1998	33_MT	Montesclaros	zz901300	wz862016	20	6	4	1	2	2	11.87	18.9	3	2	NA	19.5	1	0	NA	NA	14.4	15.6	8.3	2.6	18.2
1998	34_MT	Montesclaros	zz650923	wz821284	18	7	5	0	4	2	12.11	19.23	2	2	NA	19.45	8	0	NA	NA	14	15.6	8.3	2.6	18.2
1998	38_MT	Montesclaros	zz650684	wz862471	8	5	4	0	5	2	11.92	19.6	2	2	NA	19.46	2	0	0	0	15.3	15.6	8.3	2.6	18.2
1998	39_MT	Montesclaros	zz650872	wz901299	19	6	6	0	4	2	12.2	19.7	2	2	NA	19.47	NA	1	1	1	14	15.6	8.3	2.6	18.2
1998	42_MT	Montesclaros	zz431555	wz861663	22	6	5	0	7	2	12.06	19.64	3	2	NA	20.09	12	1	NA	NA	15.3	15.6	8.3	2.6	18.2
1998	45_MT	Montesclaros	zz901424	wz735743	17	5	5	0	2	2	12.78	19.42	3	2	NA	19.73	2	0	0	0	13.8	15.6	8.3	2.6	18.2
1998	50_MT	Montesclaros	zz650815	wz901430	18	6	6	0	6	2	11.75	19.23	2	2	NA	20.28	0	0	NA	NA	14	15.6	8.3	2.6	18.2
1998	51_MT	Montesclaros	zz650305	wz862489	21	5	5	0	5	2	12.25	19.59	1	1	NA	19.32	20	1	NA	NA	14.4	15.6	8.3	2.6	18.2
1998	54_MT	Montesclaros	zz734708	wz735821	19	5	4	0	4	2	12.06	19.27	2	2	NA	20.02	26	1	NA	NA	14	15.6	8.3	2.6	18.2
1998	58_MT	Montesclaros	zz735553	wz821001	17	6	5	0	3	2	12.72	19.24	NA	2	NA	19.5	0	0	0	0	14	15.6	8.3	2.6	18.2
1998	59_MT	Montesclaros	zz821298	wz862474	19	6	4	0	2	2	13.54	20.06	1	1	NA	19.48	28	1	NA	NA	14	15.6	8.3	2.6	18.2
1998	60_MT	Montesclaros	zz735785	wz862536	11	7	6	0	3	2	13.43	19.63	2	2	NA	19.27	0	0	0	0	14.5	15.6	8.3	2.6	18.2
1998	61_MT	Montesclaros	zz650708	wz734767	24	5	5	0	4	2	12.1	19.34	4	2	NA	19.54	0	0	13	1	15.7	15.6	8.3	2.6	18.2
1998	63_MT	Montesclaros	zz939236	wz862702	32	5	5	0	1	1	11.68	18.93	2	2	NA	20.33	2	0	NA	NA	18.1	15.6	8.3	2.6	18.2
1998	MANZANO_MT	Montesclaros	zz939235	wz821283	34	5	4	1	2	2	11.88	18.97	2	2	NA	19.18	81	1	0	0	18.9	15.6	8.3	2.6	18.2
1998	M2_MT	Montesclaros	zz650150	wz735674	15	6	5	1	5	2	12.58	19.37	3	2	NA	20.04	1	0	0	0	13.6	15.6	8.3	2.6	18.2
1998	M3_MT	Montesclaros	zz861683	wz939237	36	5	5	0	2	2	13.17	19.64	2	2	NA	19.13	1	0	NA	NA	19.9	15.6	8.3	2.6	18.2
1998	M4_MT	Montesclaros	zz735698	wz901429	18	5	5	0	3	2	NA	NA	2	2	NA	NA	3	0	NA	NA	14	15.6	8.3	2.6	18.2
1998	65_MT	Montesclaros	zz735571	wz901449	18	6	NA	NA	3	2	11.64	18.58	2	2	NA	19.26	NA	NA	NA	NA	14	15.6	8.3	2.6	18.2
1998	13H	Hiruela	zz862441	NA	NA	NA	NA	NA	1	1	12.6	19.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	8.3	2.6	18.2
1998	45H	Hiruela	zz821233	wz901500	NA	NA	NA	NA	2	2	12.3	19.83	2	2	NA	19.75	NA	NA	NA	NA	NA	15.6	8.3	2.6	18.2
1999	1H	Hiruela	zz735685	AF8067	16	4	2	0	4	2	NA	19.67	2	2	NA	20.07	9	0	6	1	17.4	14.7	11.5	4.2	18.9
1999	5H	Hiruela	zz650355	wz734798	18	5	4	0	6	2	11.37	19.41	5	2	15.74	19.59	0	0	0	0	18.6	14.7	11.5	4.2	18.9
1999	9H	Hiruela	zz862454	L076709	15	6	3	3	2	2	11.41	19.38	5	2	15.28	19.55	45	1	0	0	17.9	14.7	11.5	4.2	18.9
1999	13H	Hiruela	NA	wz901405	30	5	0	5	NA	NA	NA	NA	3	2	14.67	19.81	NA	NA	NA	NA	18.8	14.7	11.5	4.2	18.9
1999	15H	Hiruela	zz735589	wz862466	15	6	3	2	4	2	NA	19.97	2	2	14.72	19.14	400	1	1	1	17.9	14.7	11.5	4.2	18.9
1999	19H	Hiruela	zz901448	wz901409	16	4	3	0	3	2	12.77	19.77	3	2	15.43	19.38	300	1	0	0	17.4	14.7	11.5	4.2	18.9
1999	23H	Hiruela	L076758	wz540972	15	6	6	0	3	2	12.9	19.77	7	2	15.03	19.15	30	1	7	1	17.9	14.7	11.5	4.2	18.9
1999	25H	Hiruela	zz862014	wz650415	17	4	2	0	3	2	13.2	19.65	6	2	14.62	19.62	70	1	0	0	17.9	14.7	11.5	4.2	18.9
1999	29H	Hiruela	zz862413	wz901480	25	5	4	0	2	2	12.59	19.7	1	1	15.13	19.83	5	0	7	1	18	14.7	11.5	4.2	18.9
1999	31H	Hiruela	zz684639	AF8055	25	5	3	2	6	2	12.31	19.75	2	2	15.13	20.23	45	1	0	0	18	14.7	11.5	4.2	18.9
1999	35H	Hiruela	NA	AF8056	24	6	0	NA	NA	NA	NA	NA	2	2	13.92	18.96	NA	NA	NA	NA	NA	14.7	11.5	4.2	18.9
1999	37H	Hiruela	zz684645	wz901406	22	6	4	2	6	2	12.48	19.05	3	2	NA	18.95	150	1	2	1	18	14.7	11.5	4.2	18.9
1999	41H	Hiruela	zz901426	AF8059	26	5	3	2	3	2	NA	19.01	2	2	14.44	19.55	0	0	2	1	18.3	14.7	11.5	4.2	18.9
1999	45H	Hiruela	zz821233	wz734784	26	5	4	1	3	2	12.17	19.92	4	2	NA	18.78	0	0	6	1	18.3	14.7	11.5	4.2	18.9
1999	47H	Hiruela	zz735545	wz734793	22	6	5	1	4	2	NA	19.87	5	2	NA	19.74	5	0	0	0	18	14.7	11.5	4.2	18.9
1999	55H	Hiruela	AF8064	wz684628	16	3	3	0	2	2	12.91	20.05	6	2	14.94	19.26	0	0	5	1	16.6	14.7	11.5	4.2	18.9
1999	59H	Hiruela	zz901436	wz862704	25	5	3	1	3	2	12.8	19.96	4	2	15.82	19.88	0	0	2	1	18	14.7	11.5	4.2	18.9
1999	61H	Hiruela	AF8108	wz821162	24	7	4	3	2	2	12.16	19.47	3	2	NA	18.87	60	1	0	0	18	14.7	11.5	4.2	18.9
1999	65H	Hiruela	zz862505	AF8058	25	4	2	2	2	2	12.25	19.44	2	2	14	20.1	0	0	17	1	18	14.7	11.5	4.2	18.9
1999	71H	Hiruela	L076733	wz862595	17	5	4	1	3	2	12.73	19.77	3	2	NA	19.63	0	0	5	1	18.3	14.7	11.5	4.2	18.9
1999	73H	Hiruela	AF8173	wz939007	27	6	2	3	2	2	12.4	18.9	1	1	14.69	19.4	200	1	0	0	18.1	14.7	11.5	4.2	18.9
1999	79H	Hiruela	zz939071	AF8160	26	5	5	0	1	1	12.34	20.75	1	1	NA	18.56	5	0	8	1	18.3	14.7	11.5	4.2	18.9
1999	81H	Hiruela	zz735848	AF8060	28	4	1	2	1	1	12.81	20.23	1	1	13.68	19.41	10	1	0	0	18.3	14.7	11.5	4.2	18.9
1999	85H	Hiruela	zz367846	wz901469	40	4	3	1	1	1	NA	19.74	1	1	NA	19.39	70	1	0	0	21.7	14.7	11.5	4.2	18.9
1999	87H	Hiruela	NA	NA	26	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.7	11.5	4.2	18.9
1999	91H	Hiruela	AF8161	wz862544	25	6	4	2	2	2	NA	NA	2	2	14.66	19.58	0	0	2	1	18.3	14.7	11.5	4.2	18.9
1999	93H	Hiruela	zz650057	AF8070	30	5	4	1	6	2	12.12	19.08	2	2	14.2	19.86	33	1	5	1	18.8	14.7	11.5	4.2	18.9
1999	97H	Hiruela	AF8161	wz735644	25	5	3	0	2	2	11.88	19.29	4	2	14.77	20.46	50	1	2	1	18	14.7	11.5	4.2	18.9
1999	102H	Hiruela	zz901435	wz734786	24	5	3	0	3	2	12.99	19.84	4	2	13.69	20.06	NA	1	0	0	18	14.7	11.5	4.2	18.9
1999	105H	Hiruela	zz367843	wz939104	26	5	4	1	1	1	12.51	20.24	1	1	NA	19.67	33	1	20	1	18.3	14.7	11.5	4.2	18.9
1999	107H	Hiruela	zz821032	wz862550	26	6	6	0	3	2	12.18	19.38	4	2	NA	19.6	5	0	15	1	18.3	14.7	11.5	4.2	18.9
1999	109H	Hiruela	NA	wz862703	22	6	2	3	NA	NA	NA	NA	4	2	NA	19.73	0	0	15	1	18	14.7	11.5	4.2	18.9
1999	111H	Hiruela	L076713	wz901293	26	5	4	1	3	2	12.47	NA	1	1	NA	19.77	0	0	5	1	18.3	14.7	11.5	4.2	18.9
1999	113H	Hiruela	L076713	AF8028	16	4	NA	NA	3	2	NA	18.38	2	2	13.8	19.81	NA	NA	NA	NA	17.4	14.7	11.5	4.2	18.9
1999	DH_1	Hiruela	zz862678	wz862465	16	4	2	2	3	2	12.37	18.88	2	2	16.14	20.52	0	0	0	0	17.4	14.7	11.5	4.2	18.9
1999	DH_3	Hiruela	zz862431	wz862445	24	6	4	2	2	2	12.84	19.8	2	2	15.09	19.59	32	1	0	0	18	14.7	11.5	4.2	18.9
1999	DH_10	Hiruela	NA	NA	20	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8	14.7	11.5	4.2	18.9
1999	DH_12	Hiruela	zz650373	AF8069	30	5	0	NA	4	2	NA	19.43	1	1	14.22	19.83	NA	NA	NA	NA	18.8	14.7	11.5	4.2	18.9
1999	DH_16	Hiruela	AF8110	AF8109	25	5	5	0	2	2	NA	19.44	2	2	NA	19.14	3	0	5	1	18	14.7	11.5	4.2	18.9
1999	DH_19	Hiruela	NA	wz939024	31	5	NA	NA	NA	NA	NA	NA	1	1	NA	20.21	NA	NA	NA	NA	19	14.7	11.5	4.2	18.9
1999	2H	Hiruela	L076731	AF8087	18	5	4	1	3	2	NA	18.55	2	2	NA	19.85	22	1	6	1	18.6	14.7	11.5	4.2	18.9
1999	6H	Hiruela	zz862543	wz901415	24	5	2	3	4	2	12.31	17.69	3	2	NA	19.76	2	0	2	1	18	14.7	11.5	4.2	18.9
1999	10H	Hiruela	zz901427	AF8029	16	5	5	0	3	2	12.6	19.84	2	2	15.09	18.8	50	1	2	1	17.9	14.7	11.5	4.2	18.9
1999	12H	Hiruela	zz901421	wz367849	25	5	3	2	3	2	NA	19.01	1	1	NA	19.59	30	1	0	0	18	14.7	11.5	4.2	18.9
1999	14H	Hiruela	zz821019	wz901408	24	8	2	4	3	2	12.03	20.13	3	2	14.56	19.83	10	1	5	1	17.9	14.7	11.5	4.2	18.9
1999	16H	Hiruela	zz862086	wz939142	24	4	1	2	2	2	12.28	18.84	1	1	15.44	19.84	NA	1	8	1	18	14.7	11.5	4.2	18.9
1999	18H	Hiruela	zz901419	wz901411	25	6	5	1	3	2	12.46	19.53	3	2	14.42	19.74	0	0	8	1	18.3	14.7	11.5	4.2	18.9
1999	20H	Hiruela	AF8083	wz862629	16	5	5	0	2	2	12.14	19.23	2	2	NA	20.37	16	1	0	0	17.9	14.7	11.5	4.2	18.9
1999	28H	Hiruela	zz862626	wz821023	13	6	6	0	3	2	12.83	19.69	3	2	NA	19.91	0	0	24	1	16.6	14.7	11.5	4.2	18.9
1999	30H	Hiruela	zz862417	AF8061	27	6	5	0	2	2	12.52	19.91	1	1	14.6	18.93	0	0	1	1	18.1	14.7	11.5	4.2	18.9
1999	34H	Hiruela	AF8065	wz821114	15	5	4	1	2	2	11.86	20.13	3	2	NA	19.97	NA	1	10	1	17.4	14.7	11.5	4.2	18.9
1999	36H	Hiruela	zz862698	wz734780	16	5	4	0	3	2	11.98	19.34	5	2	NA	20.28	0	0	6	1	17.9	14.7	11.5	4.2	18.9
1999	40H	Hiruela	AF8107	wz901288	24	6	0	5	2	2	NA	20.62	1	1	NA	19.07	NA	NA	NA	NA	18	14.7	11.5	4.2	18.9
