Year	CAJA	habitat	anillaM	anillaH	FP	TP	NP	NPRIP	EDREALM	EDRETM	PESOM	TARSOM	EDREALH	EDRETH	PESOH	TARSOH	ACAROBOLSA	ACAROcual	NPUPAS	PUPASCUAL	TempIncub	VarTApril	MeanTApril	MinTApril	MaxTApril
2004	47H	Hiruela	CX6260	CX6259	24	5	5	0	2	2	13.01	18.83	2	2	NA	20.51	1	0	5	1	19.9	13.5	9.5	3.8	17.3
2004	57H	Hiruela	CX6240	CX6248	23	5	5	0	2	2	11.91	20.38	2	2	NA	20.13	4	0	9	1	19.4	13.5	9.5	3.8	17.3
2004	61H	Hiruela	AJ2958	CX6223	26	5	4	1	4	2	12.36	18.9	2	2	NA	19.77	0	0	11	1	20.9	13.5	9.5	3.8	17.3
2004	67H	Hiruela	AX1182	BN4810	22	6	6	0	3	2	12.34	19.13	4	2	NA	19.7	7	0	0	0	19.4	13.5	9.5	3.8	17.3
2004	71H	Hiruela	CX6219	CX6221	21	6	6	0	2	2	11.23	20.15	2	2	NA	20.16	0	0	12	1	18.9	13.5	9.5	3.8	17.3
2004	75H	Hiruela	CX6220	CX6222	21	6	6	0	2	2	11.65	19.58	2	2	NA	19.64	0	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	81H	Hiruela	NA	L969651	34	4	1	1	NA	NA	NA	NA	1	1	NA	19.19	0	0	0	0	20.6	13.5	9.5	3.8	17.3
2004	85H	Hiruela	NA	CX6200	46	4	0	0	NA	NA	NA	NA	2	2	NA	19.6	NA	NA	0	0	NA	13.5	9.5	3.8	17.3
2004	87H	Hiruela	AX1146	CX6334	19	7	6	0	3	2	11.55	19.48	2	2	NA	19.94	9	0	0	0	18.4	13.5	9.5	3.8	17.3
2004	91H	Hiruela	BN4825	CM5135	21	6	6	0	2	2	12.31	18.42	3	2	NA	19.65	2	0	1	1	18.9	13.5	9.5	3.8	17.3
2004	99H	Hiruela	CX6208	CX6207	22	5	5	0	2	2	11.97	19.64	2	2	NA	19.19	33	1	0	0	18.9	13.5	9.5	3.8	17.3
2004	102H	Hiruela	AX1229	CX6211	21	6	6	0	3	2	12.2	20.01	2	2	NA	19.53	3	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	104H	Hiruela	CX6210	CX6209	19	6	6	0	2	2	12.26	19.72	2	2	NA	18.78	0	0	0	0	18	13.5	9.5	3.8	17.3
2004	107H	Hiruela	CX6263	CX6262	22	6	6	0	2	2	NA	NA	2	2	NA	19.8	18	1	4	1	19.4	13.5	9.5	3.8	17.3
2004	109H	Hiruela	CX6213	CX6214	20	6	6	0	2	2	11.42	18.3	2	2	NA	20.42	107	1	0	0	18.4	13.5	9.5	3.8	17.3
2004	113H	Hiruela	CX6215	NA	21	6	6	0	2	2	11.69	19.66	NA	NA	NA	NA	0	0	2	1	18.9	13.5	9.5	3.8	17.3
2004	2H	Hiruela	CX6226	BP0372	22	6	6	0	2	2	11.77	20.03	2	2	NA	19.58	0	0	0	0	19.4	13.5	9.5	3.8	17.3
2004	6H	Hiruela	CX6229	AJ2710	19	6	6	0	2	2	12.26	19.22	6	2	NA	18.89	0	0	0	0	18	13.5	9.5	3.8	17.3
2004	8H	Hiruela	CX6228	CX6227	20	7	6	0	1	1	11.26	18.65	2	2	NA	19.75	74	1	2	1	18.9	13.5	9.5	3.8	17.3
2004	12H	Hiruela	CX6212	wz367849	20	5	5	0	2	2	12.28	21.28	6	2	NA	19.4	3	0	0	0	18	13.5	9.5	3.8	17.3
2004	16H	Hiruela	CX6306	CX6305	24	5	5	0	2	2	13.01	20.35	1	1	NA	19.84	3	0	1	1	19.9	13.5	9.5	3.8	17.3
2004	24H	Hiruela	CX6281	CX6298	24	5	4	0	1	1	13.57	19.52	2	2	NA	19.05	0	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	26H	Hiruela	BN4830	AX1260	22	6	5	0	2	2	12.97	20.18	3	2	NA	18.41	1	0	9	1	19.4	13.5	9.5	3.8	17.3
2004	28H	Hiruela	NA	NA	30	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.6	13.5	9.5	3.8	17.3
2004	30H	Hiruela	CX6235	BZ8268	22	5	5	0	2	2	NA	NA	1	1	NA	19.69	0	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	34H	Hiruela	BP1075	AX1005	22	6	6	0	2	2	12.53	20.11	5	2	NA	19.33	15	1	3	1	19.4	13.5	9.5	3.8	17.3
2004	38H	Hiruela	BN4854	CX6275	23	6	4	1	2	2	11.83	19.87	2	2	NA	19.31	0	0	14	1	19.9	13.5	9.5	3.8	17.3
2004	40H	Hiruela	CX6237	CX6238	20	6	5	0	2	2	13.14	19.6	1	1	NA	19.29	0	0	0	0	18.4	13.5	9.5	3.8	17.3
2004	44H	Hiruela	NA	NA	24	6	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	20.4	13.5	9.5	3.8	17.3
2004	46H	Hiruela	CX6239	wz735825	21	6	6	0	2	2	11.83	19.02	6	2	NA	19.65	0	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	50H	Hiruela	CX6257	CX6258	23	5	5	0	2	2	12.53	19.57	2	2	NA	19.85	5	0	0	0	19.4	13.5	9.5	3.8	17.3
2004	56H	Hiruela	CX6242	CX6241	21	6	5	1	2	2	12.19	19.03	2	2	NA	20.27	5	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	60H	Hiruela	CX6246	CX6245	23	5	4	0	2	2	11.65	18.91	2	2	NA	19.39	27	1	0	0	19.4	13.5	9.5	3.8	17.3
2004	64H	Hiruela	CX6243	wz735895	22	5	5	0	2	2	12.21	19.48	6	2	NA	20.2	58	1	2	1	18.9	13.5	9.5	3.8	17.3
2004	66H	Hiruela	AX1264	CX6244	21	6	6	0	3	2	11.1	18.97	2	2	NA	19.77	1	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	72H	Hiruela	NA	CX6256	23	5	3	0	NA	NA	NA	NA	1	1	NA	19.5	10	0	7	1	19.4	13.5	9.5	3.8	17.3
2004	76H	Hiruela	AJ2547	NA	22	5	0	5	4	2	11.86	19.64	NA	NA	NA	NA	NA	NA	NA	NA	18.9	13.5	9.5	3.8	17.3
2004	80H	Hiruela	CX6253	CX6254	23	6	3	3	1	1	12.71	18.92	2	2	NA	20.03	100	1	0	0	19.9	13.5	9.5	3.8	17.3
2004	86H	Hiruela	CX6255	BN4842	24	5	3	0	2	2	11.88	18.41	2	2	NA	19.97	2	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	90H	Hiruela	CX6205	NA	19	6	3	2	2	2	11.46	18.99	NA	NA	NA	NA	75	1	0	0	18	13.5	9.5	3.8	17.3
2004	96H	Hiruela	CX6206	AX1085	19	5	5	0	2	2	11.69	19.18	3	2	NA	18.97	NA	NA	0	0	17.5	13.5	9.5	3.8	17.3
2004	DH_1	Hiruela	AX1229	CX6313	25	6	6	0	3	2	NA	NA	2	2	NA	19.64	2	0	0	0	20.7	13.5	9.5	3.8	17.3
2004	DH_5	Hiruela	CX7301	CX7302	43	5	4	1	2	2	12.63	19.86	2	2	NA	18.59	NA	NA	7	1	22.6	13.5	9.5	3.8	17.3
2004	DH_7	Hiruela	L969646	AX1018	34	4	3	0	1	1	12.13	19.18	4	2	NA	NA	0	0	0	0	20.6	13.5	9.5	3.8	17.3
2004	DH_9	Hiruela	CX6216	AX1118	23	4	3	0	2	2	12.1	19.37	3	2	NA	19.54	0	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	DH_12	Hiruela	BP0388	CX6247	23	5	5	0	2	2	12.6	19.3	2	2	NA	18.21	10	0	4	1	19.4	13.5	9.5	3.8	17.3
2004	DH_15	Hiruela	CX6217	CX6127	30	5	4	1	2	2	NA	NA	1	1	NA	19.83	5	0	2	1	20.4	13.5	9.5	3.8	17.3
2004	DH_17	Hiruela	CX6217	CX6218	22	5	4	1	2	2	11.65	19.52	2	2	NA	19.72	0	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	DH_19	Hiruela	CX6261	BZ8240	21	6	5	0	2	2	12.11	18.8	2	2	NA	19.94	15	1	3	1	18.9	13.5	9.5	3.8	17.3
2004	EX_2	Hiruela	CX6232	BN4846	24	6	6	0	2	2	12.52	18.64	2	2	NA	19.56	85	1	8	1	20.4	13.5	9.5	3.8	17.3
2004	EX_4	Hiruela	CX6329	CX6328	27	5	5	0	1	1	12.06	19.58	2	2	NA	19.43	7	0	0	0	21	13.5	9.5	3.8	17.3
2004	EX_6	Hiruela	AF8264	CX6233	23	5	3	0	5	2	12.71	18.63	1	1	NA	19.83	2	0	0	0	19.4	13.5	9.5	3.8	17.3
2004	EX_8	Hiruela	NA	BN4812	19	6	4	1	NA	NA	NA	NA	4	2	NA	17.82	0	0	0	0	18	13.5	9.5	3.8	17.3
2004	EX_10	Hiruela	CM5041	CM5112	31	5	5	0	1	1	12.12	18.99	1	1	NA	19.14	3	0	3	1	20.6	13.5	9.5	3.8	17.3
2004	EX_11	Hiruela	L969638	L969639	35	5	4	1	2	2	13.01	18.9	1	1	NA	18.99	0	0	15	1	20.1	13.5	9.5	3.8	17.3
2004	EX_12	Hiruela	L969640	L969637	33	5	5	0	1	1	12.29	19.92	2	2	NA	19.5	10	0	0	0	20.6	13.5	9.5	3.8	17.3
2004	EX_13	Hiruela	L969640	L969637	21	6	NA	NA	1	1	NA	NA	2	2	NA	NA	NA	NA	NA	NA	18.9	13.5	9.5	3.8	17.3
2004	EX_14	Hiruela	CM5067	CX6400	29	5	5	0	1	1	11.22	19.45	1	1	NA	18.95	10	0	5	1	20.6	13.5	9.5	3.8	17.3
2004	EX_15	Hiruela	CX6293	CX6292	23	6	6	0	2	2	13.13	18.52	2	2	NA	19.58	3	0	10	1	19.9	13.5	9.5	3.8	17.3
2004	EX_18	Hiruela	BN4845	CX6125	28	5	4	1	2	2	12.39	18.34	1	1	NA	18.22	60	1	0	0	20.9	13.5	9.5	3.8	17.3
2004	EX_20	Hiruela	CX6331	CX6330	24	6	4	0	2	2	12.53	19.94	1	1	NA	19.67	0	0	3	1	20.4	13.5	9.5	3.8	17.3
2004	EX_0	Hiruela	CX6294	CX6295	23	6	6	0	1	1	12.83	19.66	2	2	NA	19.37	0	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	3_MT	Montesclaros	CX6054	BN4870	26	5	5	0	2	2	12.53	19.09	2	2	NA	19.64	97	1	6	1	20.9	13.5	9.5	3.8	17.3
2004	7_MT	Montesclaros	CX6054	AJ2901	27	6	5	0	2	2	NA	NA	5	2	NA	20.11	27	1	0	0	20.9	13.5	9.5	3.8	17.3
2004	9_MT	Montesclaros	AX1220	AJ2572	24	5	5	0	3	2	12.21	18.63	4	2	NA	19.52	5	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	10_MT	Montesclaros	CX6398	CX6055	24	5	5	0	2	2	12.61	19.07	2	2	NA	19.95	0	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	15_MT	Montesclaros	AJ2915	CX6197	28	6	5	0	4	2	12.17	18.68	2	2	NA	19.87	1	0	12	1	20.6	13.5	9.5	3.8	17.3
2004	16_MT	Montesclaros	CM5036	CM5027	38	4	4	0	1	1	11.99	19.04	1	1	NA	20.38	16	1	3	1	20.3	13.5	9.5	3.8	17.3
2004	17_MT	Montesclaros	CX6044	CX6043	25	5	5	0	2	2	12.61	19.74	2	2	NA	18.97	0	0	27	1	20.4	13.5	9.5	3.8	17.3
2004	18_MT	Montesclaros	AJ2906	CX6045	25	6	4	2	4	2	12.94	19.73	1	1	NA	19.17	0	0	0	0	20.9	13.5	9.5	3.8	17.3
2004	20_MT	Montesclaros	BP1053	L969663	34	4	4	0	2	2	12.73	19.96	1	1	NA	19.86	3	0	13	1	20.6	13.5	9.5	3.8	17.3
2004	22_MT	Montesclaros	BP1022	CX6178	31	5	5	0	2	2	11.49	18.76	2	2	NA	19.19	3	0	0	0	20.6	13.5	9.5	3.8	17.3
2004	225_MT	Montesclaros	CM5038	CX6195	26	6	6	0	1	1	11.76	18.91	2	2	NA	19.81	24	1	4	1	21	13.5	9.5	3.8	17.3
2004	23_MT	Montesclaros	CX6251	CM5095	24	5	5	0	2	2	10.8	18.74	1	1	NA	19.62	0	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	26_MT	Montesclaros	L969657	L969667	30	5	5	0	2	2	12.36	19.76	2	2	NA	19.45	140	1	0	0	20.4	13.5	9.5	3.8	17.3
2004	29_MT	Montesclaros	CX6176	CX6174	30	5	5	0	1	1	10.99	19.38	2	2	NA	19.19	1	0	3	1	20.4	13.5	9.5	3.8	17.3
2004	30_MT	Montesclaros	NA	CX6177	26	6	3	3	NA	NA	NA	NA	2	2	NA	19.67	12	1	0	0	21	13.5	9.5	3.8	17.3
2004	31_MT	Montesclaros	NA	CX6175	28	4	4	0	NA	NA	NA	NA	1	1	NA	19.42	4	0	3	1	21	13.5	9.5	3.8	17.3
2004	32_MT	Montesclaros	BP1044	L40636	27	5	5	0	2	2	12.44	19.46	2	2	NA	18.86	0	0	0	0	21	13.5	9.5	3.8	17.3
2004	33_MT	Montesclaros	AX1279	L246534	26	5	5	0	3	2	11.18	19.52	5	2	NA	18.99	2	0	0	0	20.9	13.5	9.5	3.8	17.3
2004	36_MT	Montesclaros	BN4877	CX6252	24	5	5	0	2	2	12.43	19.24	1	1	NA	19.32	95	1	14	1	19.9	13.5	9.5	3.8	17.3
2004	37_MT	Montesclaros	CX6323	CX6325	24	6	2	4	2	2	11.94	20.09	2	2	NA	19.3	160	1	0	0	20.4	13.5	9.5	3.8	17.3
2004	39B_MT	Montesclaros	CX6048	CX6046	26	5	5	0	2	2	12.29	18.27	1	1	NA	NA	0	0	0	0	20.9	13.5	9.5	3.8	17.3
2004	41_MT	Montesclaros	CX6324	AX0324	24	5	5	0	2	2	12.31	20.16	3	2	NA	18.64	0	0	18	1	19.9	13.5	9.5	3.8	17.3
2004	44_MT	Montesclaros	BN4872	CX6224	22	5	5	0	2	2	12.17	19.32	2	2	NA	18.68	0	0	0	0	18.9	13.5	9.5	3.8	17.3
2004	45_MT	Montesclaros	BP0389	CX6179	28	6	5	1	2	2	11.97	19.1	2	2	NA	19.87	1	0	3	1	20.6	13.5	9.5	3.8	17.3
2004	46_MT	Montesclaros	NA	L969664	31	6	6	0	NA	NA	NA	NA	2	2	NA	20.26	6	0	0	0	20.7	13.5	9.5	3.8	17.3
2004	48_MT	Montesclaros	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	18.4	13.5	9.5	3.8	17.3
2004	49_MT	Montesclaros	L969665	AJ2735	32	5	4	0	2	2	11.66	18.53	4	2	NA	19.61	0	0	4	1	20.9	13.5	9.5	3.8	17.3
2004	50_MT	Montesclaros	CM5106	CX6426	29	5	5	0	2	2	12.3	19.61	2	2	NA	17.67	7	0	0	0	20.6	13.5	9.5	3.8	17.3
2004	53_MT	Montesclaros	BP0390	CX6326	24	5	5	0	2	2	12.45	19.52	2	2	NA	19.8	0	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	57_MT	Montesclaros	L969666	AX1074	34	4	4	0	1	1	12.91	19.67	3	2	NA	19.09	2	0	0	0	20.6	13.5	9.5	3.8	17.3
2004	58_MT	Montesclaros	AX1252	BP0385	25	5	5	0	3	2	12.65	18.86	2	2	NA	19.51	1	0	5	1	20.4	13.5	9.5	3.8	17.3
2004	63_MT	Montesclaros	CX6321	AX1211	24	6	6	0	2	2	12.17	18.84	3	2	NA	19.31	0	0	21	1	20.4	13.5	9.5	3.8	17.3
2004	65_MT	Montesclaros	CX6047	BP0373	23	8	6	1	2	2	NA	NA	2	2	NA	18.84	0	0	15	1	20.9	13.5	9.5	3.8	17.3
2004	68_MT	Montesclaros	CX6249	CX6250	19	5	5	0	2	2	12.08	19.16	2	2	NA	19.56	0	0	0	0	17.5	13.5	9.5	3.8	17.3
2004	M1_MT	Montesclaros	AX1061	CX6327	25	6	6	0	3	2	12.79	19.56	2	2	NA	19.18	0	0	0	0	20.9	13.5	9.5	3.8	17.3
2004	M3_MT	Montesclaros	NA	CX6322	24	5	5	0	NA	NA	NA	NA	1	1	NA	18.87	0	0	0	0	19.9	13.5	9.5	3.8	17.3
2004	E_MT	Montesclaros	CX6432	AJ2879	28	5	4	0	2	2	11.85	20.07	4	2	NA	20.35	0	0	15	1	20.9	13.5	9.5	3.8	17.3
2005	1H	Hiruela	BN4845	EA1489	29	5	2	1	3	2	12.56	18.66	1	1	NA	18.82	50	1	0	0	21.4	16	11	3.6	19.6
2005	9H	Hiruela	CX6228	FC1061	18	4	4	0	2	2	12.11	18.95	1	1	NA	18.2	0	0	7	1	19.2	16	11	3.6	19.6
2005	11H	Hiruela	CX6230	CX6021	17	5	4	0	3	2	12.38	18.61	1	1	NA	19.95	0	0	6	1	19.2	16	11	3.6	19.6
2005	13H	Hiruela	AX1080	L969682	23	6	5	0	4	2	NA	NA	3	2	NA	19.43	0	0	11	1	21.1	16	11	3.6	19.6
2005	15H	Hiruela	AX1080	CM5030	11	6	6	0	4	2	12.04	18.9	2	2	NA	19.64	11	0	0	0	17.6	16	11	3.6	19.6
2005	17H	Hiruela	CX6482	CX6400	19	5	5	0	1	1	12.12	19.06	2	2	NA	19.37	33	1	0	0	20.3	16	11	3.6	19.6
2005	19H	Hiruela	NA	EA1001	10	3	3	0	NA	NA	NA	NA	2	2	NA	19.57	28	1	0	0	15.1	16	11	3.6	19.6
2005	23H	Hiruela	CX6281	CX6201	11	6	6	0	2	2	13.02	19.23	2	2	NA	20.19	9	0	0	0	17.6	16	11	3.6	19.6
2005	25H	Hiruela	CX6202	EA1029	12	6	5	1	3	2	12.41	19.9	2	2	NA	19.83	0	0	1	1	18.1	16	11	3.6	19.6
2005	29H	Hiruela	BZ8270	CX6223	13	5	5	0	2	2	12.23	19.55	3	2	NA	19.53	3	0	0	0	18.1	16	11	3.6	19.6
2005	31H	Hiruela	EA1086	EA1092	18	6	6	0	2	2	12.48	19.22	2	2	NA	19.97	NA	NA	33	1	20.3	16	11	3.6	19.6
2005	33H	Hiruela	EA1004	CX6234	10	6	6	0	2	2	12.37	18.74	2	2	NA	18.84	0	0	12	1	17.3	16	11	3.6	19.6
2005	35H	Hiruela	EA1623	EA1624	39	3	3	0	1	1	12.6	19.53	1	1	NA	20.01	NA	NA	5	1	22.8	16	11	3.6	19.6
2005	37H	Hiruela	EA1189	BP0372	21	6	5	1	1	1	12.22	19.83	3	2	NA	19.45	NA	NA	2	1	21.2	16	11	3.6	19.6
2005	39H	Hiruela	AJ2730	CX6236	10	6	4	0	5	2	12.72	19.48	3	2	NA	18.73	30	1	0	0	17.3	16	11	3.6	19.6
2005	41H	Hiruela	CX6260	AX1088	14	6	6	0	3	2	12.89	19.08	4	2	NA	19.57	0	0	0	0	19.1	16	11	3.6	19.6
2005	45H	Hiruela	EA1601	CX6170	37	4	3	0	1	1	12.73	19.92	1	1	NA	19.4	180	1	0	0	22.9	16	11	3.6	19.6
2005	47H	Hiruela	EA1055	L969645	17	5	5	0	2	2	12.36	19.96	1	1	NA	19.95	45	1	13	1	19.2	16	11	3.6	19.6
2005	51H	Hiruela	CX6492	EA1247	23	5	5	0	1	1	12.15	19.97	1	1	NA	20.19	13	1	6	1	21.1	16	11	3.6	19.6
2005	53H	Hiruela	EA1187	EA1188	21	5	4	0	2	2	13.04	19.53	2	2	NA	18.86	55	1	6	1	21.1	16	11	3.6	19.6
2005	55H	Hiruela	EA1017	EA1016	12	6	6	0	2	2	12.81	19.4	1	1	NA	19.5	50	1	3	1	18.1	16	11	3.6	19.6
2005	65H	Hiruela	CX6242	CX6244	24	5	5	0	3	2	12.56	19.46	3	2	NA	19.68	14	1	0	0	21.1	16	11	3.6	19.6
2005	67H	Hiruela	EA1005	CX6222	9	6	5	0	2	2	11.9	19.08	3	2	NA	19.52	20	1	0	0	16.5	16	11	3.6	19.6
2005	71H	Hiruela	EA1157	EA1158	19	6	5	0	2	2	12.3	19.92	2	2	NA	18.93	0	0	0	0	20.9	16	11	3.6	19.6
2005	77H	Hiruela	CX6212	CX6258	25	6	6	0	3	2	12.73	20.84	3	2	NA	20.07	210	1	4	1	21.3	16	11	3.6	19.6
2005	81H	Hiruela	CM5078	EA1190	19	6	5	1	2	2	12.89	19.69	2	2	NA	20.53	35	1	6	1	20.9	16	11	3.6	19.6
2005	87H	Hiruela	CX6027	EA1246	22	6	6	0	1	1	12.39	19.32	2	2	NA	19.15	100	1	3	1	21.1	16	11	3.6	19.6
2005	89H	Hiruela	CX6088	CX6365	24	5	3	1	1	1	12.97	19.71	1	1	NA	19.6	0	0	0	0	21.1	16	11	3.6	19.6
2005	91H	Hiruela	CX6219	CX6200	11	6	5	0	3	2	12.57	19.92	3	2	NA	19.24	9	0	0	0	17.6	16	11	3.6	19.6
2005	95H	Hiruela	CX6302	CX6387	24	5	4	0	1	1	12.61	19.19	1	1	NA	19.76	7	0	20	1	21.1	16	11	3.6	19.6
2005	98H	Hiruela	EA1005	EA1317	24	6	3	3	2	2	NA	NA	2	2	NA	19.96	50	1	0	0	21	16	11	3.6	19.6
2005	99H	Hiruela	CX6208	CM5135	17	6	6	0	3	2	12.24	19.21	4	2	NA	20.02	0	0	NA	NA	19.7	16	11	3.6	19.6
2005	103BH	Hiruela	NA	AX1018	28	4	0	NA	NA	NA	NA	NA	5	2	NA	NA	0	0	0	0	21.3	16	11	3.6	19.6
2005	104H	Hiruela	AX1229	EA1154	19	6	6	0	4	2	12.39	19.64	1	1	NA	19.2	60	1	0	0	20.9	16	11	3.6	19.6
2005	107H	Hiruela	EA1007	CX6214	10	6	6	0	2	2	12.75	19.95	3	2	NA	19.61	0	0	0	0	17.3	16	11	3.6	19.6
2005	109H	Hiruela	CX6213	EA1155	19	6	6	0	3	2	12.2	18.31	1	1	NA	19.59	120	1	15	1	20.9	16	11	3.6	19.6
2005	111H	Hiruela	EA1210	CX6313	21	6	6	0	1	1	11.97	20.17	3	2	NA	19.3	4	0	0	0	21.2	16	11	3.6	19.6
2005	114H	Hiruela	CX6215	CX6089	32	5	4	1	3	2	12.57	20.54	1	1	NA	19.07	12	0	2	1	22.1	16	11	3.6	19.6
2005	2H	Hiruela	NA	CX6383	29	5	4	0	NA	NA	NA	NA	1	1	NA	20.51	3	0	15	1	21.4	16	11	3.6	19.6
2005	4H	Hiruela	NA	L969615	45	3	1	0	NA	NA	NA	NA	1	1	NA	20.03	15	1	4	1	23.7	16	11	3.6	19.6
2005	6H	Hiruela	EA1043	EA1044	16	5	5	0	2	2	12.53	19.51	2	2	NA	18.87	10	0	14	1	19.2	16	11	3.6	19.6
2005	10H	Hiruela	EA1159	CX6154	19	6	NA	NA	2	2	13.4	19.45	1	1	NA	20.06	NA	NA	6	1	20.9	16	11	3.6	19.6
2005	12H	Hiruela	CX6393	CX6295	28	6	5	1	1	1	NA	19.62	3	2	NA	19.58	60	1	28	1	21.4	16	11	3.6	19.6
2005	14H	Hiruela	EA1008	EA1009	11	6	6	0	2	2	12.06	18.73	2	2	NA	18.68	100	1	4	1	17.6	16	11	3.6	19.6
2005	16H	Hiruela	CX6371	L969637	18	6	5	0	1	1	NA	NA	3	2	NA	18.78	135	1	7	1	20.3	16	11	3.6	19.6
2005	18H	Hiruela	EA1073	EA1074	16	5	4	1	1	1	12.71	20.04	2	2	NA	19.15	0	0	7	1	19.2	16	11	3.6	19.6
2005	20H	Hiruela	EA1277	EA1283	23	5	4	0	1	1	12.49	19.48	1	1	NA	18.91	12	0	0	0	21.1	16	11	3.6	19.6
2005	22H	Hiruela	NA	EA1002	9	6	5	0	NA	NA	NA	NA	2	2	NA	18.16	8	0	0	0	16.5	16	11	3.6	19.6
2005	24H	Hiruela	BN4830	CX6460	19	6	3	2	3	2	13.54	20.16	1	1	NA	18.74	84	1	5	1	20.9	16	11	3.6	19.6
2005	26H	Hiruela	BN4830	CX6204	23	6	6	0	3	2	NA	NA	3	2	NA	19.75	25	1	20	1	21.1	16	11	3.6	19.6
2005	28H	Hiruela	NA	CM5046	29	6	2	3	NA	NA	NA	NA	2	2	NA	19.18	0	0	2	1	21.7	16	11	3.6	19.6
2005	32H	Hiruela	BZ8270	AJ2710	25	4	4	0	2	2	12.56	19.51	7	2	NA	18.84	0	0	8	1	21.1	16	11	3.6	19.6
2005	34H	Hiruela	CM5045	EA1003	10	6	6	0	2	2	12.11	19.47	2	2	NA	19.8	37	1	3	1	17.3	16	11	3.6	19.6
2005	36H	Hiruela	CX6240	CX6275	28	6	3	3	3	2	NA	NA	3	2	NA	19.11	NA	NA	4	1	21.4	16	11	3.6	19.6
2005	38H	Hiruela	CX6240	CX6238	9	6	6	0	3	2	12.49	19.64	2	2	NA	19.67	8	0	0	0	16.5	16	11	3.6	19.6
2005	40H	Hiruela	NA	CX6333	21	4	1	3	NA	NA	NA	NA	2	2	NA	19.94	NA	NA	4	1	20.9	16	11	3.6	19.6
2005	42H	Hiruela	EA1156	wz735825	20	6	5	1	2	2	NA	NA	7	2	NA	19.63	7	0	1	1	21.1	16	11	3.6	19.6
2005	46H	Hiruela	CX6257	AX1205	15	6	6	0	3	2	12.49	19.15	4	2	NA	18.93	150	1	11	1	19.2	16	11	3.6	19.6
2005	50H	Hiruela	NA	NA	33	5	0	4	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	22.3	16	11	3.6	19.6
2005	56H	Hiruela	CX6205	EA1211	20	6	6	0	3	2	12.75	18.12	2	2	NA	19.13	35	1	9	1	21.1	16	11	3.6	19.6
2005	58H	Hiruela	NA	CX6414	21	NA	2	NA	NA	NA	NA	NA	1	1	NA	20.54	3	0	9	1	NA	16	11	3.6	19.6
2005	60H	Hiruela	CX6012	EA1122	28	6	4	2	1	1	12.41	20.08	1	1	NA	18.57	28	1	12	1	21.4	16	11	3.6	19.6
2005	64H	Hiruela	CX6243	EA1015	16	3	3	0	3	2	12.47	19.55	1	1	NA	19.09	8	0	3	1	18.7	16	11	3.6	19.6
2005	66H	Hiruela	CX6243	CX6119	23	5	5	0	3	2	NA	NA	1	1	NA	19.64	0	0	1	1	21.1	16	11	3.6	19.6
2005	68H	Hiruela	NA	NA	20	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1	16	11	3.6	19.6
2005	72H	Hiruela	CX6246	AX1085	19	6	4	0	3	2	12.14	18.78	4	2	NA	19.53	75	1	17	1	20.9	16	11	3.6	19.6
2005	74H	Hiruela	NA	BN4842	22	6	0	NA	NA	NA	NA	NA	3	2	NA	19.53	NA	NA	8	1	21.1	16	11	3.6	19.6
2005	76H	Hiruela	NA	NA	26	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3	16	11	3.6	19.6
2005	82H	Hiruela	EA1014	wz735895	13	5	3	2	2	2	12.37	19.12	7	2	NA	20.57	4	0	NA	NA	18.1	16	11	3.6	19.6
2005	88H	Hiruela	AX1264	EA1085	18	5	5	0	4	2	12.3	19.23	2	2	NA	19.82	42	1	11	1	19.7	16	11	3.6	19.6
2005	94H	Hiruela	CX6117	EA1563	29	6	4	2	1	1	11.96	19.59	2	2	NA	18.98	130	1	8	1	21.7	16	11	3.6	19.6
2005	96H	Hiruela	EA1017	EA1041	14	6	6	0	2	2	NA	NA	2	2	NA	20.03	7	0	1	1	19.1	16	11	3.6	19.6
2005	DH_5	Hiruela	CX7301	CX6247	18	6	4	1	3	2	12.47	19.51	3	2	NA	18.46	0	0	1	1	20.3	16	11	3.6	19.6
2005	DH_8	Hiruela	EA1006	CX6218	27	5	5	0	2	2	11.56	19.28	3	2	NA	19.61	0	0	0	0	21.3	16	11	3.6	19.6
